id,longitude,latitude,weight,tmcf,remove,country,realm,elevation,cloud,temperature,min_temperature,max_temperature,precipitation,dewpoint,pressure,vswc,PET
257,48.849986,-13.949986,7.513684761,Massif du Tsaratanana,,MDG,Paleartic,1229,0.001270195,0.031825934,0.030787863,0.029746383,0.07663368,0.031995304,-1.0887492,0.000120201,0.001186263
258,33.831708,-10.584486,7.611529126,Nyika Plateau,,MWI,Paleartic,2316,-0.000797991,0.03551121,0.018443521,0.018797949,0.018066764,0.025000226,1.1378425,6.81E-05,1.8E-05
259,-79.366681,-4.783319,7.717686749,Lagunillas,,ECU,Neotropic,2739,0.000312369,0.03402442,0.018169714,0.018069135,-0.030658748,0.024822924,2.4410865,5.83E-05,-3.84E-05
260,-78.333347,0.600014,7.744587813,Intag,,ECU,Neotropic,2549,-0.000683581,0.058097277,0.021394359,0.021914957,-0.01578693,0.051855814,2.3254688,-0.000104855,-0.000135217
261,-78.416653,0.583319,7.744611427,Cotacachi-Cayapas,,ECU,Neotropic,3265,-0.000683581,0.058097277,0.021394359,0.021914957,0.001568915,0.051855814,2.3254688,-0.000104855,-0.000135217
262,9.166681,4.116681,7.724770682,Mount Cameroon,,CMR,Paleartic,1452,0.000840707,0.030776333,0.014381393,0.013104619,-0.021906855,0.02874776,1.1547457,-0.000179739,-0.000543099
263,9.100014,4.833319,7.717112753,Rumpi Hills,,CMR,Paleartic,227,0.000894384,0.037465207,0.01823904,0.01688199,0.000463484,0.030341644,1.0929801,-0.000231876,-0.000326261
264,9.850014,5.016681,7.714956832,Mount Manenguba,,CMR,Paleartic,2200,-0.000286,0.03755807,0.020208357,0.01975686,-0.036964566,0.03049294,1.3808365,-0.000198439,-0.000373191
265,9.916681,4.883319,7.716532804,Mount Nlonako,,CMR,Paleartic,592,0.000150539,0.036650233,0.018482743,0.017817302,-0.05193838,0.03167487,1.2485597,-0.000108074,-0.0006575
266,9.701097,4.797208,7.717527901,Mount Kup‚,,CMR,Paleartic,1932,0.000241823,0.03789565,0.019423641,0.018742241,-0.019146401,0.031210667,1.2215303,-0.000206222,-0.000612284
267,10.533319,6.199986,7.699120227,Mount Kilum/Idjim,,CMR,Paleartic,2698,-0.000905277,0.027069714,0.019414844,0.019588694,0.014258007,0.028349973,1.8815476,7.52E-05,-0.000333588
268,10.083319,5.666681,7.706669767,Bamboutos Forests,,CMR,Paleartic,2132,-0.001145798,0.032970805,0.020637214,0.020954827,-0.006450868,0.026857328,1.7843866,8.15E-06,-0.000346186
269,-8.459819,7.554514,7.676910589,Mount Nimba,,CIV,Paleartic,736,-0.000890729,0.029956894,0.022864455,0.023390675,0.010012051,0.012073841,1.4056385,-0.000662735,-0.000246734
270,12.149986,7.266681,7.681994004,Tchabal Mbabo,,CMR,Paleartic,1846,-0.001157229,0.017812837,0.020130692,0.019999411,-0.001992546,0.04054995,1.5075787,0.000130702,-0.000241306
271,13.833319,8.499986,7.658833112,Hoséré Vokré,,CMR,Paleartic,299,-0.000524351,0.035333157,0.03473911,0.034352906,-0.011587671,0.031778764,0.36751297,-0.000416427,-0.000150509
272,9.249986,6.499986,7.694576469,Obudu Plateau,,NGA,Paleartic,732,-0.000115734,0.02543807,0.018470017,0.01829333,-0.04291147,0.023847215,1.0782145,-8.68E-05,-0.000101715
273,11.833319,8.333319,7.662173208,Mambilla Plateau,,NGA,Paleartic,478,-0.000943099,0.017491903,0.02069416,0.020494783,-0.015484822,0.05000623,1.0769464,-1.44E-05,1.65E-05
274,8.899986,9.949986,7.62701021,Jos Plateau,,NGA,Paleartic,1176,-0.000962031,0.007915338,0.016745476,0.015965762,0.000664478,0.052182198,1.4514741,0.000221269,-0.000237497
275,14.566653,-12.216681,7.567372414,Mount Môco,,AGO,Paleartic,1115,-0.000280729,0.029045207,0.01774622,0.017344499,-0.029048432,0.03466615,1.4894152,0.0002728,5.66E-05
276,14.149986,-10.699986,7.608609412,Vila Nova do Seles Forest,,AGO,Paleartic,148,0.001675503,0.013244265,0.010144706,0.007814983,-0.020410774,0.049362864,0.78633475,0.001586696,1.61E-05
277,14.166681,-10.550014,7.612394479,Conda Forest,,AGO,Paleartic,169,0.001616058,0.011337189,0.008531523,0.005883097,-0.020330591,0.051392715,0.77960205,0.001736162,-1.44E-05
278,14.199986,-10.466681,7.614474878,Assango Forest,,AGO,Paleartic,69,0.001616058,0.011337189,0.008531523,0.005883097,-0.019714653,0.051392715,0.77960205,0.001736162,-3.21E-05
279,14.183347,-10.416681,7.615715302,Gabela Forest,,AGO,Paleartic,102,0.001602376,0.008966825,0.006529663,0.00352077,-0.019354802,0.052923054,0.76921195,0.001843405,-0.000126967
280,14.116681,-10.100014,7.623435043,Mumbondo Forest,,AGO,Paleartic,89,0.001585168,0.002619325,0.000725761,-0.002965709,-0.015322141,0.054855753,0.7429905,0.001989309,-0.000137205
281,6.583319,0.266681,7.744933134,Pico de Sao Tomé,,STP,Paleartic,1225,0.000633534,0.006805242,0.007297958,0.006910234,-0.002803381,0.01463218,1.0697042,-8.47E-09,0.000240834
282,-76.000014,1.566681,7.742084444,Cueva de los Guácharos,,COL,Neotropic,1037,-0.002230041,0.041499782,0.01807481,0.017703857,-0.011985293,0.035512768,2.0207586,0.00024948,0.000455531
283,-76.516681,2.150014,7.739493421,Puracé,,COL,Neotropic,3418,-0.002117175,0.04948839,0.020998728,0.02127757,0.001095961,0.045251988,2.8168962,-0.000135537,0.00050337
284,-76.949986,2.549986,7.737247082,Munchique,,COL,Neotropic,2144,-0.002762244,0.053876687,0.024461288,0.024620743,-0.061673425,0.04846916,2.0325754,-0.000103561,0.000538892
285,-73.918597,2.748847,7.735988036,Sierra de la Macarena,,COL,Neotropic,386,-0.00478094,0.0433094,0.03102025,0.031808574,-0.041842107,0.015020372,1.387077,-0.000658259,0.000547146
286,-76.766681,3.200014,7.732781495,Los Farallones de Cali,,COL,Neotropic,2157,-0.002400589,0.05847473,0.026480397,0.026809879,-0.16615862,0.051005665,2.2045875,-0.000449094,0.000590133
287,-76.235014,3.165819,7.733041543,Santa Helena,,COL,Neotropic,1225,-0.002217453,0.05281512,0.020705078,0.022096565,0.022870265,0.04138584,2.2431488,-0.000299026,0.000570534
288,-75.966681,2.983319,7.734382234,Nevado de Huila,,COL,Neotropic,3896,-0.003821747,0.049941834,0.018877309,0.019679636,0.0360662,0.040038098,2.9409127,-0.000316158,0.000549201
289,-76.800014,3.499986,7.730380654,Cerro de San Antonio,,COL,Neotropic,1536,-0.002868892,0.059301496,0.025933867,0.02626667,-0.08680808,0.05403154,1.8742958,-0.00023851,0.000590855
290,-75.467486,4.615569,7.719569009,Alto Quind¡o,,COL,Neotropic,3246,-0.004185841,0.05657243,0.02099148,0.02102891,0.041221045,0.029364688,2.8884048,-0.000851401,0.000848109
291,-73.800014,4.283319,7.723099193,Monterredondo,,COL,Neotropic,2165,0.000460765,0.023975303,0.00630051,0.004974879,-0.016467512,0.038875103,2.6673226,0.001460892,0.000808633
292,-73.744153,4.543597,7.720356033,Páramo de Chingaza,,COL,Neotropic,3170,0.000159222,0.024750415,0.005601116,0.004449377,-0.013889623,0.039464626,3.0388355,0.001108524,0.00077219
293,-76.498958,4.763708,7.717910256,Cerro del Torré,,COL,Neotropic,2079,-0.003613439,0.06572011,0.027768357,0.02843738,-0.021569127,0.058113366,1.3948642,-0.000170259,0.000716024
294,-76.199986,4.866681,7.716726449,Alto de los Galápagos,,COL,Neotropic,1181,-0.003427834,0.06570537,0.026610078,0.027200744,0.023640791,0.056426417,2.0439136,-0.00020122,0.00070737
295,-76.083347,4.983319,7.715355051,Cerro Tatamá,,COL,Neotropic,2423,-0.002777622,0.06421435,0.024949446,0.025641583,-0.014209255,0.05482916,2.0462413,-0.000177003,0.000632271
296,-75.599986,4.633319,7.719373014,Ucumarí,,COL,Neotropic,1771,-0.003864995,0.056887526,0.0207125,0.02111481,0.021459725,0.036243685,2.645096,-0.000600971,0.000637921
297,-75.500014,5.082208,7.714166971,Río Blanco Watershed,,COL,Neotropic,2184,-0.004232774,0.05923295,0.021383945,0.022095779,-0.01620011,0.03712411,2.7135866,-0.000496996,0.000540404
298,-75.449986,4.766681,7.717876432,Los Nevados,,COL,Neotropic,4118,-0.004162635,0.056175683,0.019501444,0.019562326,0.026951522,0.03681889,2.7854915,-0.000547762,0.000550385
299,-73.667514,4.831403,7.717134858,Valle de Jesús forest,,COL,Neotropic,1780,0.000497816,0.021127395,0.002803607,0.001632457,-0.02595269,0.04714218,3.034775,0.001681884,0.000550385
300,-76.001125,5.384736,7.710387812,Alto de Pisones,,COL,Neotropic,695,-0.003101613,0.06448344,0.024495043,0.025347838,-0.00772662,0.053096626,2.212769,-0.000447798,0.000531619
301,-73.433347,5.900014,7.703449838,Cerro Carare,,COL,Neotropic,2847,-0.000726177,0.0277973,0.010172785,0.010054593,-0.04343332,0.044060033,3.0615373,0.000219468,0.000518607
302,-72.349986,6.400014,7.69611437,Sierra Nevada del Cocuy,,COL,Neotropic,4002,-2.94E-05,0.017800476,0.009983426,0.008691895,0.016079817,0.04512045,3.1429791,0.000823695,0.000602674
303,-76.150014,6.650014,7.692224032,Las Orquídeas,,COL,Neotropic,2592,-0.003264246,0.062127344,0.02346762,0.024320623,-0.02204916,0.04818546,2.4571593,-0.000604022,0.000690021
304,-73.416653,6.783319,7.690089003,Cuchilla del Ramo,,COL,Neotropic,1768,-0.004361139,0.047538217,0.029390441,0.029634386,-0.017377011,0.037482854,2.027757,-0.000622284,0.00082751
305,-72.433347,7.400014,7.679663606,Páramo de Tamá,,COL,Neotropic,2871,-0.001591455,0.028082665,0.015939835,0.01600141,-0.001901119,0.041305467,2.790544,2.35E-05,0.000953465
306,-72.916653,10.483319,7.614060814,Cerro Pintado,,COL,Neotropic,2306,-0.003890257,0.045501556,0.031142898,0.032085683,-0.001121062,0.029750181,1.9055381,-0.000680338,0.00073142
307,-73.644458,10.986236,7.601238552,Sierra Nevada de Santa Marta,,COL,Neotropic,1896,-0.001920724,0.033985425,0.020594757,0.02094013,-0.17160593,0.030620676,2.5652664,-0.000271853,0.000614022
308,-71.333347,12.149986,7.569298691,Serranía de Macuira,,COL,Neotropic,410,-0.002531041,0.019232292,0.016278945,0.016134957,-0.009005304,0.020425986,1.392115,-0.000153027,0.00021232
309,-102.599986,19.216681,7.308197994,"Sierra de Manantlán, Jalisco-Colimba",,MEX,Neotropic,483,0.000229412,0.027740546,0.036980234,0.03480384,-0.007916009,0.0515123,1.8408772,-0.000489835,-0.000156911
310,148.066653,-9.500014,7.637415627,Mount Obree,,PNG,Australasia,2439,0.0033092,0.020213304,0.011636021,0.008813694,0.010857712,0.051138133,0.5525995,0.001797528,0.000102318
311,149.600014,-10.083319,7.623835501,Mount Simpson,,PNG,Australasia,1235,0.001920836,0.012182716,0.011593357,0.009006444,0.058976922,0.029668953,0.15944637,0.001125048,-6.95E-05
312,149.249986,-9.833319,7.629753817,Mount Dayman,,PNG,Australasia,2317,0.002655349,0.016045276,0.013140104,0.010530788,0.027199825,0.038444195,0.2904325,0.001086923,-3.02E-05
313,148.883319,-9.816653,7.630143132,Mount Suckling,,PNG,Australasia,1674,0.002586982,0.018250788,0.014402474,0.011704827,0.036949188,0.038856573,0.23230796,0.000816191,-7.56E-06
314,147.533347,-8.866681,7.651253473,Mount Victoria,,PNG,Australasia,3398,0.002784704,0.018471254,0.008595718,0.005561402,0.03889595,0.05638044,0.59729064,0.002153291,0.000314276
315,147.333319,-8.883319,7.650902039,Mount Albert Edward,,PNG,Australasia,1053,0.002221828,0.019622829,0.009408383,0.006504576,0.026690781,0.05186962,0.4571237,0.001920771,0.000314276
316,146.983347,-8.149986,7.665771502,Mount Saint Mary,,PNG,Australasia,2950,0.002957912,0.024589421,0.014909576,0.011649057,0.0387799,0.05029168,0.9409645,0.00122475,0.000309736
317,146.583319,-7.716681,7.673960166,Mount Lawson,,PNG,Australasia,1601,0.001917659,0.025008798,0.015936567,0.012651281,0.002732996,0.043666765,0.42994204,0.000708903,0.000159146
318,146.583319,-7.449986,7.678779345,Mount Amungwiwa,,PNG,Australasia,2188,0.002631862,0.019924948,0.012042976,0.008174118,0.006595902,0.05038898,0.7534204,0.001280255,1.07E-05
319,147.949986,-7.966681,7.669289819,Mount Strong,,PNG,Australasia,0,-0.00079491,0.009663218,0.004052768,0.002147612,0.006016785,0.024795873,-0.33361334,0.000796615,0.000343132
320,144.033347,-6.266681,7.698128547,Mount Ialibu,,PNG,Australasia,2292,0.0005406,0.021733114,0.016049732,0.013979212,0.001991547,0.036794618,1.0531375,0.000449422,-0.000149354
321,143.899986,-6.099986,7.700587319,Mount Giluwe,,PNG,Australasia,2985,0.000239735,0.022878608,0.016545251,0.015006307,-0.05081199,0.040910102,1.4790475,0.000610166,-0.000174794
322,145.083319,-6.616681,7.692751308,Crater Mount,,PNG,Australasia,2038,0.001501455,0.01889141,0.013260935,0.010791652,-0.02125895,0.036971945,0.8857275,0.000583527,-7.94E-05
323,145.333319,-6.416681,7.695859624,Mount Michael,,PNG,Australasia,2860,0.002327654,0.016458988,0.011368347,0.008347604,0.009308013,0.04654611,1.0654204,0.001207786,-0.000102549
324,144.716653,-6.166681,7.69961148,Mount Kubor,,PNG,Australasia,2366,0.000625786,0.018702604,0.014215103,0.011719697,-0.012523283,0.03661153,0.9985519,0.000391591,-2.84E-05
325,145.866681,-7.016681,7.686249976,Mount Yelia,,PNG,Australasia,2203,0.003288824,0.018680217,0.011327699,0.009143001,-0.011464667,0.050849073,1.0413616,0.001129463,3.83E-06
326,145.999986,-6.750014,7.69062637,Mount Piora,,PNG,Australasia,3288,0.003078699,0.014090631,0.008051072,0.005364222,0.021739453,0.0521945,0.9045761,0.001537318,3.09E-05
327,147.083319,-6.283319,7.697879513,Mount Bangeta,,PNG,Australasia,3711,0.00377028,0.015088694,0.009891895,0.008463555,0.039468236,0.045183927,0.9740225,0.000890165,3.77E-05
328,143.749986,-5.783319,7.705076373,The Sugarloaf,,PNG,Australasia,3067,0.000183124,0.022121565,0.015135692,0.013433002,-0.03352042,0.041572172,1.6722293,0.000597683,-0.000106295
329,143.749986,-6.000014,7.702030255,Mount Kerewa,,PNG,Australasia,2233,-0.000253814,0.023170354,0.01667744,0.014854014,0.000972848,0.037197646,1.5030311,0.000435027,-4.93E-05
330,143.716653,-5.900014,7.703449838,Doma Peaks,,PNG,Australasia,3013,-0.000227677,0.022820398,0.015909983,0.014112284,-0.030440083,0.037784066,1.606083,0.000417584,-8.2E-05
331,144.083319,-5.750014,7.705534652,Mount Haagen,,PNG,Australasia,2829,-0.000417391,0.022285113,0.016018754,0.014318798,-0.033737153,0.042369895,1.4001522,0.000729927,-0.000106372
332,145.466653,-5.983319,7.702268907,Mount Otto,,PNG,Australasia,2920,0.001423617,0.010122586,0.006148668,0.002789888,-0.10558702,0.050059836,0.93468857,0.002412854,-7.99E-05
333,144.983347,-5.900014,7.703449838,Mount Herbert,,PNG,Australasia,2699,0.001063335,0.019616617,0.014636721,0.012595104,0.010708415,0.0446502,1.285846,0.000786757,-9.95E-05
334,144.983347,-5.766681,7.705305643,Mount Wilhelm,,PNG,Australasia,3534,0.000212793,0.022287276,0.016912613,0.015432128,-0.08109925,0.03964814,1.2015113,0.000479646,-0.000139655
335,103.516681,2.033319,7.740076801,Gunung Belumut,,MYS,Indomalayan,87,-0.001209548,0.034776766,0.019683495,0.018674048,-0.020743236,0.027169101,0.9670069,-0.000495805,2.62E-05
336,110.333347,1.733319,7.741427231,Gunung Santubong,,MYS,Indomalayan,610,-0.000850744,0.018937794,0.014404377,0.013757639,0.060401306,0.018032897,1.1440623,0.000109369,0.000463461
337,111.999986,1.416681,7.742619288,Bukit Lanjak,,MYS,Indomalayan,385,-0.001751953,0.023778876,0.015443175,0.014571272,0.042204212,0.023836141,1.2297907,7.24E-05,0.00047578
338,112.984625,1.431042,7.742570409,Gunung Lawit,,MYS,Indomalayan,806,-0.001218955,0.023369092,0.015027959,0.014076505,0.05984951,0.02730532,1.2475753,0.000158898,0.00047578
339,102.599986,2.366681,7.738323996,Mount Ophir,,MYS,Indomalayan,862,-0.001240807,0.03441821,0.019453641,0.018600475,-0.009439777,0.024969101,0.96321106,-0.000123262,0.000578311
340,102.066653,2.833319,7.735424647,Gunung Telapak Burok,,MYS,Indomalayan,1012,-0.001187195,0.03592807,0.021132777,0.020157207,-0.002100506,0.027834143,1.0766029,-0.000132041,0.000796121
341,104.166653,2.766681,7.73587051,Gunung Kajang,,MYS,Indomalayan,421,-0.000495708,0.011661505,0.011450527,0.011163659,-0.029054558,0.011849014,0.9525381,-8.47E-09,0.001177973
342,114.866681,2.583319,7.737042629,Bukit Batu Bora,,MYS,Indomalayan,1457,0.001106318,0.025398409,0.008985294,0.007357595,-0.01697975,0.037778597,1.4937699,0.000571685,1.8E-05
343,114.650014,2.916681,7.73485196,Bukit Kenawang,,MYS,Indomalayan,1104,0.0008923,0.025178866,0.008113789,0.006337915,-0.023333024,0.037051737,1.4430788,0.000541476,-4E-05
344,114.566653,2.900014,7.734967787,Bukit Batu Mabun,,MYS,Indomalayan,670,0.000884202,0.024988426,0.008306687,0.006639144,-0.005465991,0.036393072,1.4270415,0.000493168,-5.51E-05
345,102.083347,3.833319,7.727461002,Gunung Benom,,MYS,Indomalayan,1706,0.000527396,0.02823711,0.012226332,0.01045545,0.014150185,0.039413564,1.3349273,0.000490565,-0.000165705
346,101.883319,3.383319,7.731339918,Gunung Bunga Buah,,MYS,Indomalayan,268,-0.00033983,0.030786583,0.015401964,0.013859706,0.021944806,0.03613719,1.233359,0.000450894,
347,101.300014,4.833319,7.717112753,Gunung Korbu,,MYS,Indomalayan,1187,0.001444752,0.02691014,0.012751583,0.010896254,0.02566209,0.047147464,1.4076047,0.000429515,
348,100.783319,4.900014,7.716337834,Bukit Larut/Maxwell Hill,,MYS,Indomalayan,471,-7.58E-05,0.02785743,0.015157803,0.013512465,0.05711475,0.03909085,1.0488884,0.000337995,0.000134558
349,101.499986,4.499986,7.720826921,Cameron Highlands,,MYS,Indomalayan,1120,0.001669941,0.029272776,0.013864152,0.01243866,0.037301105,0.043472786,1.4786073,0.000259805,0.000158556
350,102.283319,4.566681,7.72010495,Gunung Tahan,,MYS,Indomalayan,776,0.000354098,0.025944084,0.009698288,0.008212111,0.027585097,0.04123903,1.3362786,0.000337958,0.000126413
351,114.883319,4.166681,7.724276099,Gunung Benarat,,MYS,Indomalayan,124,0.001155823,0.02911026,0.008117647,0.006073088,-0.006006691,0.039068107,1.2811687,0.000665538,0.000151277
352,118.166653,4.966681,7.715552656,Gunung Silam,,MYS,Indomalayan,617,-0.001016655,0.02612454,0.01222609,0.011335554,0.006781387,0.026853953,0.75910205,0.000522035,8.3E-05
353,100.433347,5.783319,7.705076373,Kedah Peak,,MYS,Indomalayan,915,-0.000631306,0.024590822,0.015527604,0.014635294,0.074656695,0.028986556,0.91699827,0.000146549,7.4E-05
354,116.483319,5.566681,7.708010114,Gunung Trus Madi,,MYS,Indomalayan,1614,0.002713804,0.024971912,0.003234256,0.001127128,0.021014022,0.04760197,1.4224204,0.001628437,7.22E-05
355,116.499986,5.999986,7.702030656,Mount Kinabalu,,MYS,Indomalayan,1198,0.002702155,0.022701323,0.002857682,0.000524611,0.005737733,0.048505537,1.3916774,0.001463574,7.36E-05
356,116.133319,5.550014,7.708231198,Crocker Range,,MYS,Indomalayan,1123,0.002760664,0.023335397,0.00166577,-0.00055032,-0.012186482,0.046221983,1.3684654,0.001470037,7.04E-05
357,125.266681,6.983319,7.686806723,Mount Apo,,PHL,Indomalayan,2596,-0.002704538,0.06269894,0.028163036,0.028135736,0.14574923,0.02720545,0.3297405,-0.000467349,-0.000356626
358,-8.466681,7.533319,7.677291605,Mount Nimba,,LBR,Paleartic,463,-0.000890729,0.029956894,0.022864455,0.023390675,0.012953147,0.012073841,1.4056385,-0.000662735,-0.000703242
359,-8.466681,7.566681,7.676691386,Mount Nimba,,GIN,Paleartic,1024,-0.000890729,0.029956894,0.022864455,0.023390675,0.010012051,0.012073841,1.4056385,-0.000662735,-0.000703242
360,123.666653,8.199986,7.664798025,Mount Malindang,,PHL,Indomalayan,1612,-0.0020746,0.046689015,0.018634439,0.0181895,-0.010060023,0.026020052,0.4557197,-0.000346583,-0.001005633
361,124.499986,7.683319,7.67457223,Mount Ragang,,PHL,Indomalayan,2535,-0.000279928,0.050234575,0.018327232,0.017957015,0.017731065,0.03251424,0.9150398,-6.7E-05,-0.000861408
362,124.916653,8.116681,7.666416657,Mount Kitanglad,,PHL,Indomalayan,2758,-0.001426263,0.05000052,0.022883797,0.022737525,-0.028147602,0.028382085,0.8393988,-0.000449454,-0.001050718
363,-10.783319,8.949986,7.649487322,Sankan Biriwa,,SLE,Paleartic,709,-0.000786822,0.02791031,0.017358651,0.017792482,-0.029764421,0.016361445,1.4982224,-0.000428987,-0.000896975
364,-11.149986,9.199986,7.644088834,Mount Bintumani,,SLE,Paleartic,1099,-0.000679349,0.025370061,0.015207613,0.015585891,-0.031610075,0.017739575,1.4799982,-0.000329337,-0.000428703
365,117.716681,8.850014,7.651604866,Mount Mantalingajan,,PHL,Indomalayan,933,-0.00189374,0.019583719,0.01833954,0.01817647,-0.010669989,0.013233253,0.5946626,-9.45E-05,-4.05E-05
366,123.466681,8.249986,7.663818639,Mount Dapiak,,PHL,Indomalayan,342,-0.002587693,0.0470146,0.019045996,0.018641168,0.005386969,0.026811998,0.503622,-0.00032284,8.16E-05
367,77.199986,10.133319,7.622634212,Anamalai Hills,,IND,Indomalayan,1818,-0.000803717,0.047052994,0.020801194,0.020233227,-0.060695913,0.03681297,0.8212353,-3.72E-05,0.000118769
368,77.383319,10.233319,7.620214018,Palni Hills,,IND,Indomalayan,2222,-0.000734951,0.045281798,0.019836506,0.019145312,-0.021540841,0.038388122,0.9473175,-0.000128327,0.000133099
369,119.033319,10.166681,7.621829398,Cleopatra Needle,,PHL,Indomalayan,783,-0.002570495,0.017576989,0.018343097,0.017946359,0.018247304,0.009265303,0.44754326,-1.58E-05,0.000123132
370,118.266681,9.350014,7.64077842,The Teeth,,PHL,Indomalayan,797,-0.002221057,0.020144118,0.019823719,0.01959276,-0.011522774,0.009677699,0.4987898,-0.000109896,9.73E-05
371,123.166653,10.433347,7.615302496,Mount Canlaon,,PHL,Indomalayan,1509,-0.000912749,0.026428988,0.014907673,0.014141981,-0.008905231,0.019870814,0.32815742,0.000275745,0.000110648
372,124.683347,11.116681,7.597815969,Mount Tinagan,,PHL,Indomalayan,794,-0.000797196,0.02343469,0.015872344,0.015381756,0.015377953,0.017871592,0.12660381,0.000245286,0.00013618
373,124.800014,10.999986,7.600879661,Mount Lobi,,PHL,Indomalayan,773,-0.000983515,0.023842197,0.015922856,0.01540141,-0.013796289,0.018272717,0.1620173,0.000328606,9.77E-05
374,76.733319,11.366681,7.591145239,Nilgiri Hills,,IND,Indomalayan,1966,8.22E-05,0.04055392,0.020589126,0.019910164,-0.039953932,0.030246064,0.91487974,0.000120962,-2.99E-05
375,104.199792,12.042875,7.572370559,Phnom Aural,,KHM,Indomalayan,1240,-0.000292318,0.027270164,0.01959454,0.018881928,-0.007537169,0.02332167,1.1804749,-0.000579315,-6.31E-05
376,108.416653,11.933347,7.575484077,Mount Lang Bian,,VNM,Indomalayan,1525,0.000376274,0.025662871,0.013305008,0.01272026,-0.027637167,0.030112829,1.6113633,0.000228916,-7.68E-05
377,122.150014,11.383319,7.5906961,Mount Baloy,,PHL,Indomalayan,1240,-0.001062506,0.022002041,0.015442639,0.014665121,0.008860097,0.016766721,0.33645415,0.000230602,1.25E-06
378,121.166653,12.833319,7.549072158,Mount Baco,,PHL,Indomalayan,1794,-0.001128622,0.02200314,0.018537154,0.017967932,0.0373782,0.01365885,0.58173096,7.13E-05,-0.000141779
379,121.249986,12.583319,7.556598177,Mount Iglit/Mangibok,,PHL,Indomalayan,779,-0.000915865,0.02318711,0.020238174,0.020109568,0.03373659,0.008956929,0.4120441,-0.000298253,-6.26E-05
380,121.150014,13.283319,7.535159374,Mount Halcon,,PHL,Indomalayan,23,-0.001804245,0.023073945,0.019756263,0.019125579,0.022112217,0.010795,0.31055537,-1.57E-05,-0.000261062
381,122.550014,12.399986,7.562024834,Mount Guiting-Guiting,,PHL,Indomalayan,560,-0.00022426,0.012205718,0.013453642,0.013322491,0.011115104,0.01357699,0.066381484,-8.47E-09,6.86E-05
382,123.699986,13.266681,7.535682144,Mount Mayon,,PHL,Indomalayan,1220,-0.001135676,0.018076211,0.016060848,0.015278685,-0.002321169,0.014075623,0.08967647,0.000624277,-9.01E-05
385,123.383319,13.666681,7.522936307,Mount Isarog,,PHL,Indomalayan,1932,-0.000922131,0.017126575,0.016409455,0.015834212,-0.013837469,0.013032802,0.086175606,0.000293835,-4.31E-05
386,121.499986,14.433347,7.497471939,Mounts Banahaw and San Cristobal,,PHL,Indomalayan,463,-0.002333765,0.02228859,0.021021176,0.020746375,0.06275294,0.010152335,0.13800432,-0.000124958,-0.000175274
387,120.949986,18.033319,7.359860849,Sicapoo,,PHL,Indomalayan,1754,-0.000825698,0.01996237,0.019935096,0.019247726,-0.021689635,0.019899316,0.7726799,0.000209901,0.000372682
388,120.900014,16.683319,7.414932171,Mount Tabayoo,,PHL,Indomalayan,2126,0.000516071,0.026569705,0.023482889,0.022332681,-0.007715993,0.026446141,1.082673,0.000506488,-4.73E-05
389,120.999986,17.483347,7.3827954,Mount Sapocoy,,PHL,Indomalayan,1690,-0.000325877,0.024500994,0.023333548,0.022401514,-0.001905536,0.02067794,0.90612197,8.78E-05,0.000340464
390,120.883319,16.600014,7.418194764,Mount Pulog,,PHL,Indomalayan,2322,0.000516071,0.026569705,0.023482889,0.022332681,0.007082114,0.026446141,1.082673,0.000506488,-0.000110104
